"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"202","1382921215114440","oBike Taiwan","#oBike好康報報 #好友相揪騎鐵馬
　
即日起，每成功邀請一位好友註冊oBike
您就可以獲得3張5元騎乘獎勵金！
　
#oBikeTW #共享單車
#騎單車靠邊編","2017-06-06T05:43:11+0000","photo","https://www.facebook.com/oBikeTW/photos/a.1425276647545563.1073741828.1382921215114440/1507696572636903/?type=3","1382921215114440_1507696572636903",NA,71,55,16
"203","1382921215114440","oBike Taiwan","#台灣騎士好狂
　
從APP開放至今，台灣的騎士騎乘oBike自行車的總距離，已經可以繞行地球17圈了！太狂啦～～～～
　
#oBikeTW #共享單車 
#騎單車靠邊編
#原來赤道有40075公里啊","2017-06-05T01:41:29+0000","photo","https://www.facebook.com/oBikeTW/photos/a.1425276647545563.1073741828.1382921215114440/1507094372697123/?type=3","1382921215114440_1507094372697123",NA,57,17,3
"204","1382921215114440","oBike Taiwan","塊陶～～
這次的梅雨鋒面感覺好可怕！大家一定要格外小心喲！
#oBikeTW #共享單車 #MyCityMyWay #騎單車靠邊編 #bike #bikelife","2017-06-02T04:08:14+0000","photo","https://www.facebook.com/oBikeTW/photos/a.1425276647545563.1073741828.1382921215114440/1503477773058783/?type=3","1382921215114440_1503477773058783",NA,27,10,1
"205","1382921215114440","oBike Taiwan","#鋒面來襲 #我好想騎車車
　
我好想騎車！可是下大雨T_T
氣象局說這幾天鋒面來襲，各地請嚴防豪大雨跟強風
關於梅雨鋒面與西南氣流
大家可點擊播放氣象局的解說→https://goo.gl/763uCp
　
#oBikeTW #共享單車 #天雨路滑小心駕駛
#騎單車靠邊編 #MyCityMyWay","2017-06-02T03:03:33+0000","photo","https://www.facebook.com/oBikeTW/photos/a.1425276647545563.1073741828.1382921215114440/1503416446398249/?type=3","1382921215114440_1503416446398249","oBike Taiwan is feeling blue.",30,5,0
"206","1382921215114440","oBike Taiwan","#oBike小教室 #要做個有公德心的好騎士
　
oBike是有信用積分的規則的系統唷！
每位用戶於初始時默認擁有 100 分信用分。信用分最高不設上限，最低分為0分。分數越高，您的用車記錄越符合用車規則。
　
通過信用分鼓勵大家可以更容易了解並使用自行車。
　
當負面記錄過多，可能會影響您的騎乘權益唷。
　
#oBikeTW #共享單車 #溫馨提醒
#騎單車靠邊編","2017-06-01T02:29:35+0000","link","https://www.o.bike/tw/","1382921215114440_1501268993279661",NA,54,10,5
"207","1382921215114440","oBike Taiwan","#尋車啟事
　
你有看過這輛車嗎？
　
#oBikeTW #共享單車 
#騎單車靠邊編","2017-05-31T04:27:42+0000","photo","https://www.facebook.com/oBikeTW/photos/a.1425276647545563.1073741828.1382921215114440/1501052229968004/?type=3","1382921215114440_1501052229968004",NA,187,51,13
"208","1382921215114440","oBike Taiwan","#車子要停好啊 #溫馨提醒
　
騎乘結束之後，一定要把車輛停放在合法的公共停車格上唷！
　
#oBikeTW #共享單車
#騎單車靠邊編","2017-05-30T07:30:43+0000","video","https://www.facebook.com/52news/videos/787621831403744/","1382921215114440_1500055023401058","oBike Taiwan shared 中天新聞52家族's video.",41,16,0
"209","1382921215114440","oBike Taiwan","#基隆 #免費騎乘
　
即日起至6/10止，基隆讓你免費騎乘玩透透唷！
　
#MyCityMyWay
我的城市　無所不行
　
#oBikeTW #共享單車
#騎單車靠邊編","2017-05-27T12:06:05+0000","photo","https://www.facebook.com/oBikeTW/photos/a.1425276647545563.1073741828.1382921215114440/1495667010506526/?type=3","1382921215114440_1495667010506526",NA,52,11,9
"210","1382921215114440","oBike Taiwan","#台北 #雙城騎行
　
大台北的朋友們，讓你們久等了！
oBike來了！
即日起至6/10止，台北雙城讓你鐵馬免費騎行！
　
#MyCityMyWay
我的城市　無所不行
　
#oBikeTW #共享單車
#騎單車靠邊編","2017-05-27T08:46:22+0000","photo","https://www.facebook.com/oBikeTW/photos/a.1425276647545563.1073741828.1382921215114440/1495251917214702/?type=3","1382921215114440_1495251917214702",NA,102,22,28
"211","1382921215114440","oBike Taiwan","耶！！！
連假開始！
今天打開oBike App時，大家是不是也看到很多龍舟呢～～～
oBike全體員工祝各位端午佳節愉快！
#粽子不要吃太多唷 #邊編好想念南部粽
#oBikeTW #共享單車
#騎單車靠邊編","2017-05-27T04:12:04+0000","photo","https://www.facebook.com/oBikeTW/photos/a.1425276647545563.1073741828.1382921215114440/1496411553765405/?type=3","1382921215114440_1496411553765405",NA,68,12,4
"212","1382921215114440","oBike Taiwan","#免費騎行
　
台南的朋友們，即日起至6/8期間，免費騎乘唷！
連假鬥陣騎車遊台南吧！
　
#oBikeTW #共享單車 #府城騎行
#騎單車靠邊編 #MyCityMyWay","2017-05-26T11:52:28+0000","photo","https://www.facebook.com/oBikeTW/photos/a.1425276647545563.1073741828.1382921215114440/1495600700513157/?type=3","1382921215114440_1495600700513157",NA,70,15,21
"213","1382921215114440","oBike Taiwan","#台南
　
邊編中午一直心心念念台南的碗粿～～～
台南的oBike車友們，阮中午相揪鬥陣來呷碗粿！
　
#oBikeTW #共享單車 #MyCityMyWay
#騎單車靠邊編
#台南推薦的碗粿是哪幾間啊","2017-05-26T04:12:15+0000","photo","https://www.facebook.com/oBikeTW/photos/a.1425276647545563.1073741828.1382921215114440/1495191070554120/?type=3","1382921215114440_1495191070554120",NA,22,0,1
"214","1382921215114440","oBike Taiwan","#你今天oBike了嗎
　
來自新加坡無樁式的OBIKE，與中華大學產學合作，24日畢業成果展進駐中華大學美麗校園，第一階段提供300部供學校師生使用。6月9日前免費體驗，之後每15分鐘2元，前5分鐘不收費。
　
#oBikeTW #共享單車
#騎單車靠邊編","2017-05-25T05:17:41+0000","link","https://money.udn.com/money/story/5720/2483180","1382921215114440_1494153173991243",NA,51,4,2
